RefSeq_accession_number,gene_symbol,gene_name,AO_A12D,C8_A131,BH_A18Q,C8_A130,C8_A138,E2_A154,C8_A12L,A2_A0EX,A7_A0CE,AN_A04A
NP_061159,KIAA1199,protein KIAA1199 precursor,1,3,-1,-2,0,0.24,-1.44,0.55,1.68,-0.65
NP_001238994,NA,synaptotagmin-7 isoform 1,1,1,-2,0,3,0.69,-1.86,-0.35,1.68,1.31
NP_004744,DHRS3,short-chain dehydrogenase/reductase 3,2,2,3,1,-1,-1.07,-1.37,-1.79,1.68,-1.87
NP_005204,CSTA,cystatin-A,2,2,1,-2,2,-0.04,0.06,-2.28,1.68,-1.85
NP_001905,CYB5A,cytochrome b5 isoform 2,1,-2,-4,0,-1,-0.41,0.1,-0.05,1.68,-2.08
NP_588609,RSPRY1,RING finger and SPRY domain-containing protein 1 precursor,-1,-2,0,0,0,0,-0.98,-0.41,1.68,0.45
NP_001001850,STX19,syntaxin-19,1,1,-7,0,3,-7.3,-2.91,-2.45,1.68,0.55
NP_002366,MAP4,microtubule-associated protein 4 isoform 1,2,0,-1,0,1,0.55,-0.42,1.64,1.68,0.91
NP_001026859,PLAA,phospholipase A-2-activating protein,2,0,0,-1,1,0.13,-0.37,-0.49,1.68,-0.9
NP_056013,COBL,protein cordon-bleu,1,-2,5,-1,0,-1.43,-0.57,-2.06,1.68,-0.38
NP_002739,MAPK6,mitogen-activated protein kinase 6,2,1,1,0,2,-0.04,0.58,2.07,1.68,-2.44
NP_002738,MAPK4,mitogen-activated protein kinase 4,2,1,1,0,2,-0.04,0.58,2.07,1.68,-2.65
NP_001116857,BCOR,BCL-6 corepressor isoform c,1,-2,0,0,0,0.68,-0.14,0.74,1.68,1.1
NP_001116856,BCOR,BCL-6 corepressor isoform b,1,-2,0,0,0,0.68,-0.14,0.74,1.68,1.1
NP_003807,ADAM9,disintegrin and metalloproteinase domain-containing protein 9 precursor,2,1,-1,-2,1,-1.66,2.01,1.1,1.68,0.02
NP_071448,LIN7B,protein lin-7 homolog B,2,2,-1,-1,0,-0.82,-0.1,1.02,1.68,-0.46
NP_063944,ERO1LB,ERO1-like protein beta precursor,1,2,1,-1,1,0.01,4.11,-0.72,1.68,-1.41
NP_002107,HLA-A,"HLA class I histocompatibility antigen, A-1 alpha chain precursor",3,-1,2,-1,1,-2.54,-0.73,-0.22,1.68,-0.7
NP_857593,SPINT1,kunitz-type protease inhibitor 1 isoform 1 precursor,1,2,-1,-2,0,-2.97,0.6,-1.48,1.68,0.37
NP_055991,FBXO28,F-box only protein 28 isoform a,1,0,-1,0,0,-0.29,0.8,-1.07,1.68,-0.26
NP_001216,CASP4,caspase-4 isoform alpha precursor,2,2,1,-1,0,-0.77,2.32,0.96,1.67,-0.62
NP_071929,TMEM168,transmembrane protein 168,0,0,-1,-3,1,-1.46,-0.08,-0.19,1.67,-0.08
NP_001116297,ESRP1,epithelial splicing regulatory protein 1 isoform 4,2,0,1,2,-1,-0.5,0.62,-1.27,1.67,-0.15
NP_703149,ESX1,homeobox protein ESX1,1,1,2,1,1,6.26,0.36,4.34,1.67,-2.53
NP_008840,RASGRF2,ras-specific guanine nucleotide-releasing factor 2,0,0,0,-1,0,-0.39,-0.92,2.87,1.67,1.85
NP_001258448,NA,calcium-activated potassium channel subunit alpha-1 isoform f,0,0,0,0,2,-1.16,0.55,-1.04,1.67,0.4
NP_444254,MYLK,"myosin light chain kinase, smooth muscle isoform 2",2,0,1,-1,1,0.57,-1.53,3.54,1.67,1.3
NP_000267,OCRL,inositol polyphosphate 5-phosphatase OCRL-1 isoform a,2,0,0,1,1,0.88,1.78,0.41,1.67,-0.13
NP_005561,LMAN1,protein ERGIC-53 precursor,2,0,-1,-1,1,-3.39,1.36,-0.65,1.67,0.86
XP_003846564,NA,PREDICTED: uncharacterized protein LOC100996752,2,-1,-1,2,2,-0.7,-0.63,1.77,1.67,-0.74
NP_036546,RAB3GAP2,rab3 GTPase-activating protein non-catalytic subunit,2,1,-1,0,0,0.69,1.49,-0.46,1.66,-0.65
NP_056094,NA,TBC1 domain family member 30,1,0,-2,-1,2,0.6,0.66,-0.54,1.66,0.58
NP_060482,KIF26B,kinesin-like protein KIF26B,2,2,-4,1,2,-3.21,0.51,1.33,1.66,1.08
NP_078945,ANKRD55,ankyrin repeat domain-containing protein 55,0,0,0,2,-1,-0.66,-0.76,1.38,1.66,-3.67
NP_055842,PDXDC1,pyridoxal-dependent decarboxylase domain-containing protein 1,1,-1,-2,-1,1,0.49,0.44,-1.61,1.66,-0.93
NP_001159583,PNPLA6,neuropathy target esterase isoform a,2,2,-1,1,-1,-1.72,-0.23,1.01,1.66,-1.31
NP_002035,GALK2,N-acetylgalactosamine kinase isoform 1,2,1,1,-1,-1,0.39,0.08,-0.08,1.66,-0.2
NP_886552,TRNT1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",2,0,0,0,1,1.25,2.58,0.39,1.66,0.16
NP_001123484,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 isoform a,1,1,-1,-1,3,-0.6,-1.26,-0.12,1.66,-0.7
NP_004776,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 isoform b,1,1,-1,-1,3,-0.6,-1.23,-0.15,1.66,-0.7
NP_002589,PDCD2,programmed cell death protein 2 isoform 1,1,0,1,0,0,-0.68,-1.5,-0.1,1.66,0.48
NP_689562,KRT222,keratin-like protein KRT222,2,2,-3,-1,0,-0.57,-3.93,4.13,1.65,-4.16
XP_003119578,NA,"PREDICTED: adenylate kinase isoenzyme 4, mitochondrial-like",1,1,-1,2,-4,0.4,1.7,1.38,1.65,0.39
NP_056998,TXNDC11,thioredoxin domain-containing protein 11,1,1,-1,-1,1,-1.2,0,0,1.65,-0.58
NP_689699,SAMD11,sterile alpha motif domain-containing protein 11,0,0,-1,2,0,-2.81,1.73,1.73,1.65,-2.65
NP_002151,TNC,tenascin precursor,2,3,5,1,-1,3.36,0.42,1.79,1.65,0.52
NP_001091982,PRKG1,cGMP-dependent protein kinase 1 isoform 1,1,0,0,0,1,2.06,-0.84,4,1.65,1.02
NP_001008401,ZNF761,zinc finger protein 761,6,0,-1,0,0,-0.24,0.36,1.03,1.65,0.5
NP_570115,GIMAP1,GTPase IMAP family member 1,1,2,0,-1,-1,-2.29,-1.74,1.15,1.65,-1.75
NP_001503,GSTA4,glutathione S-transferase A4,1,1,1,-1,0,-3.65,0.74,0.26,1.65,0.18
NP_001157871,C14ORF38,coiled-coil domain-containing protein 175,3,1,-3,1,2,-8.32,0,0,1.65,0.66
NP_775735,L3MBTL4,lethal(3)malignant brain tumor-like protein 4,0,2,-1,2,0,-2.81,-0.64,-0.33,1.65,0.06
NP_006654,PPP1R13L,relA-associated inhibitor,2,1,1,1,2,0.74,0.72,2.22,1.65,-0.27
NP_003381,WEE1,wee1-like protein kinase isoform 1,0,0,1,-1,0,-0.44,0.05,0.57,1.65,0.66
NP_060017,FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1,0,1,0,-1,0,0.14,1.75,-0.86,1.65,0.38
NP_003269,CLEC3B,tetranectin precursor,1,0,1,1,-1,-0.05,0.1,0.63,1.65,-1.63
NP_848930,ARL5B,ADP-ribosylation factor-like protein 5B,2,0,-1,1,1,-5.32,2.44,1.04,1.65,0.91
NP_056002,SEL1L3,protein sel-1 homolog 3,1,3,-2,0,0,0.13,-0.97,0.05,1.65,-3.56
NP_003359,USP1,ubiquitin carboxyl-terminal hydrolase 1,2,2,0,0,-10,-9.83,-1.08,2.05,1.64,-4.21
NP_003244,TIAM1,T-lymphoma invasion and metastasis-inducing protein 1,1,1,-2,0,0,-2.16,1.1,0,1.64,-0.47
XP_003960679,NA,PREDICTED: serine/threonine-protein kinase SMG1-like,1,1,0,1,0,-0.94,0.59,-0.26,1.64,0.26
XP_003960702,NA,PREDICTED: serine/threonine-protein kinase SMG1-like,1,0,-2,1,0,0,1.32,0.42,1.64,0.22
NP_001137530,NTM,neurotrimin isoform 3 precursor,0,0,0,1,2,1.4,-1.61,3.16,1.64,4.96
XP_003403688,NA,PREDICTED: neurotrimin-like,0,0,0,1,2,0.67,-1.61,3.16,1.64,4.96
NP_065766,PLEKHH1,pleckstrin homology domain-containing family H member 1,1,2,-2,1,2,-4.63,0.84,-2.78,1.64,-0.77
NP_001098707,NA,coronin-1C isoform a,2,1,0,0,0,-0.82,0.33,0.04,1.63,0.57
NP_001830,CNN3,calponin-3,2,2,-1,0,1,0.42,-0.89,2.88,1.63,0.13
NP_066299,MYL6,myosin light polypeptide 6 isoform 1,2,2,1,0,1,0.93,0.15,1.35,1.63,-0.49
NP_005689,SCAMP3,secretory carrier-associated membrane protein 3 isoform 1,2,0,-1,-1,1,-0.33,0.84,-1.44,1.63,-0.82
NP_055482,VGLL4,transcription cofactor vestigial-like protein 4 isoform b,1,1,1,0,1,-0.9,0.75,0.75,1.63,0.18
NP_001121691,VGLL4,transcription cofactor vestigial-like protein 4 isoform a,1,1,1,0,1,-0.9,0.75,0.75,1.63,0.18
NP_001545,CYR61,protein CYR61 precursor,1,1,-1,0,-1,-0.76,-0.79,-1.25,1.63,-1.35
NP_002659,PLP2,proteolipid protein 2,1,3,-2,-2,4,-0.44,2.16,0.41,1.63,1.82
NP_733468,NA,protein CASC5 isoform 1,1,1,-1,1,2,-2.69,-1.84,1.37,1.63,0.52
NP_001129673,ISOC2,"isochorismatase domain-containing protein 2, mitochondrial isoform 1",1,-1,0,1,-2,2.58,-1.24,-0.05,1.63,-1
NP_009186,B4GALT7,"beta-1,4-galactosyltransferase 7",0,0,-1,-1,2,-0.58,0,0,1.63,2.72
NP_005473,PIGK,GPI-anchor transamidase precursor,2,1,0,0,1,-2.63,1.14,-1.32,1.63,0.64
NP_001099032,UBE4B,ubiquitin conjugation factor E4 B isoform 1,1,1,0,2,-1,-0.68,-0.64,0.92,1.62,-0.29
NP_066982,RAP1GDS1,rap1 GTPase-GDP dissociation stimulator 1 isoform 2,2,0,-1,-2,-1,-1.22,-1.1,-0.68,1.62,-0.58
NP_001265618,NA,EGF domain-specific O-linked N-acetylglucosamine transferase isoform a precursor,1,1,1,0,0,-1.14,0.28,0.39,1.62,0.9
NP_000419,LTBP2,latent-transforming growth factor beta-binding protein 2 precursor,2,-2,-1,1,-1,-2.98,-1.86,3.35,1.62,0.24
NP_071348,THADA,thyroid adenoma-associated protein isoform a,1,0,-1,0,1,0.7,-0.36,-0.28,1.62,-0.05
NP_001139130,RAP1GAP,rap1 GTPase-activating protein 1 isoform a,2,1,-3,-1,-1,-1.37,-2.23,-1.65,1.62,0.77
NP_005848,ZMPSTE24,CAAX prenyl protease 1 homolog,2,0,-1,-3,1,-3.6,0.64,-1.74,1.62,2.79
NP_006568,NA,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",2,1,1,0,1,2.06,3.18,-1.64,1.62,-1.13
NP_001366,DNASE2,deoxyribonuclease-2-alpha precursor,1,1,1,2,-1,0,3.72,-1.14,1.62,-1.26
NP_054728,FOXP3,forkhead box protein P3 isoform a,0,0,-7,1,2,-1.52,-2.79,-1.44,1.62,1.42
NP_683696,FOXP2,forkhead box protein P2 isoform II,0,0,-2,1,4,-4.69,2.18,-1.44,1.62,1.42
NP_443073,TSSK3,testis-specific serine/threonine-protein kinase 3,0,1,2,0,-2,0.87,-0.85,0.79,1.62,0.15
NP_005707,GIPC1,PDZ domain-containing protein GIPC1 isoform 1,1,1,0,1,0,-0.03,1.86,0.31,1.61,-0.5
NP_004539,NDUFB10,NADH dehydrogenase,2,-1,0,0,0,-1.16,0.21,-1.09,1.61,0.18
NP_116139,ABHD14B,alpha/beta hydrolase domain-containing protein 14B isoform 1,1,-1,0,-1,1,1.93,-1.8,0.95,1.61,-1.18
NP_690001,ANKS1B,ankyrin repeat and sterile alpha motif domain-containing protein 1B isoform a,-1,-3,-4,1,1,-7.61,0.08,0.47,1.61,-1.07
NP_620150,ARL8A,ADP-ribosylation factor-like protein 8A isoform 1,1,0,0,-1,1,-0.49,1.15,0.48,1.61,0.89
NP_009191,NA,acyl-protein thioesterase 2,1,1,0,1,-1,-1.39,-0.34,0.75,1.61,0.22
NP_542776,EDARADD,ectodysplasin-A receptor-associated adapter protein isoform B,1,-4,-3,-2,2,0.97,-0.38,-1.94,1.61,-1.2
NP_001092871,SGCE,epsilon-sarcoglycan isoform 1,0,0,-1,0,1,1.38,-0.94,4.46,1.61,-1.67
NP_775179,SMG7,protein SMG7 isoform 1,1,0,0,0,1,-0.73,0.6,-0.05,1.61,0.29
NP_057538,TMEM85,ER membrane protein complex subunit 4,2,1,0,0,1,-1.57,0.73,-1.66,1.61,2.78
NP_004206,EBAG9,receptor-binding cancer antigen expressed on SiSo cells,1,0,0,-1,0,-1.03,-0.48,-0.3,1.61,1.19
NP_057535,COPB1,coatomer subunit beta,1,1,-1,0,1,0.5,0.41,-0.18,1.6,0.16
NP_000426,NOTCH3,neurogenic locus notch homolog protein 3 precursor,2,2,-1,1,1,-0.03,2.64,1.73,1.6,0.47
NP_001093897,RAP1GDS1,rap1 GTPase-GDP dissociation stimulator 1 isoform 3,2,0,-1,-2,-2,-1.06,-1.12,-0.7,1.6,-0.51
NP_001339,DAPK3,death-associated protein kinase 3,1,3,0,1,1,0.78,-0.19,1.15,1.6,0.27
NP_958443,USP51,ubiquitin carboxyl-terminal hydrolase 51,0,0,2,-1,1,-0.62,0,0,1.6,-3.03
NP_002278,LAIR1,leukocyte-associated immunoglobulin-like receptor 1 isoform a precursor,0,-1,0,-1,-1,-1.34,-1.43,0.17,1.6,-3.78
NP_872363,BCL9L,B-cell CLL/lymphoma 9-like protein,1,1,0,0,1,-1.1,0.89,-0.01,1.6,0.24
NP_004359,CNN2,calponin-2 isoform a,2,2,1,0,2,0.37,-0.91,3.15,1.6,0.81
NP_000713,CACNA2D1,voltage-dependent calcium channel subunit alpha-2/delta-1 precursor,1,0,0,-1,0,1.24,-0.86,2.19,1.6,-0.84
NP_003586,TPST2,protein-tyrosine sulfotransferase 2 precursor,0,0,-3,-1,0,0,0.7,-0.08,1.6,0.98
NP_201575,NA,"single-pass membrane protein with aspartate-rich tail 1, mitochondrial precursor",0,0,0,0,0,0,-1.02,0.17,1.6,1.41
NP_001189333,NA,alpha-aminoadipic semialdehyde dehydrogenase isoform 3,1,-1,1,0,0,-0.82,-1.03,-1.18,1.6,-1.47
NP_060729,TTC17,tetratricopeptide repeat protein 17,2,0,0,0,0,-0.64,0.09,-1.09,1.6,-1.9
NP_001137291,TPCN1,two pore calcium channel protein 1 isoform 1,5,2,-1,-3,1,0.41,-1.37,-0.12,1.6,1.04
NP_001093896,RAP1GDS1,rap1 GTPase-GDP dissociation stimulator 1 isoform 1,2,0,-1,-2,-2,-1.17,-1.13,-0.68,1.59,-0.54
NP_001093898,RAP1GDS1,rap1 GTPase-GDP dissociation stimulator 1 isoform 4,2,0,-1,-2,-2,-1.06,-1.29,-0.7,1.59,-0.48
NP_001159713,CGREF1,cell growth regulator with EF hand domain protein 1 isoform c,-1,-3,-1,-2,-2,0.12,1.7,1.98,1.59,-3.24
NP_620132,MRRF,"ribosome-recycling factor, mitochondrial isoform 1 precursor",1,-1,-1,2,-1,0.94,-0.35,-0.59,1.59,0.43
NP_004028,AMPD2,AMP deaminase 2 isoform 1,2,1,0,0,0,-0.49,0.05,1.24,1.59,-1.27
NP_066553,NDUFV3,NADH dehydrogenase,1,0,0,0,0,-0.67,0.45,0.59,1.59,1.17
NP_814444,SULT2B1,sulfotransferase family cytosolic 2B member 1 isoform b,2,0,-3,2,4,-1.59,1.54,-0.76,1.59,-0.58
NP_679211,TRAF3IP2,adapter protein CIKS isoform 2,0,0,0,-1,1,-0.7,0.82,-0.47,1.59,-0.34
NP_004620,FANCG,Fanconi anemia group G protein,2,1,1,-1,0,-3.88,-2.85,-3.9,1.59,-1.74
NP_001033729,NA,Golgin subfamily A member 6A,2,0,0,0,2,-5.63,-7.92,-9.19,1.59,-4.8
XP_001724434,NA,PREDICTED: golgin subfamily A member 8H isoform 1,0,0,-3,2,0,0,-7.92,-9.19,1.59,-4.8
NP_004108,FKBP5,peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1,2,-1,0,3,-3,-2.39,-1.66,5.12,1.58,-0.96
NP_006210,PIK3CB,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform isoform 1",2,0,0,0,0,1.31,0.17,-0.63,1.58,-0.57
NP_071904,XPO4,exportin-4,1,1,0,-1,2,1.41,-1.54,0.03,1.58,-0.39
NP_055399,ERO1L,ERO1-like protein alpha precursor,2,3,-1,-1,1,0.14,4.5,-0.87,1.58,1.72
NP_001364,DNAH14,"dynein heavy chain 14, axonemal isoform 1",1,1,-2,-1,3,-5.18,-1.01,-0.3,1.58,1.93
NP_001124151,EIF4E,eukaryotic translation initiation factor 4E isoform 2,2,0,0,0,-2,-0.59,0.68,0.99,1.58,0.32
NP_064505,UGGT1,UDP-glucose:glycoprotein glucosyltransferase 1 precursor,2,1,0,-1,0,-0.47,0.73,-0.26,1.58,0
NP_064506,UGGT2,UDP-glucose:glycoprotein glucosyltransferase 2 precursor,1,1,-1,0,0,-0.18,0.61,0.11,1.58,1.1
NP_619520,DHX30,putative ATP-dependent RNA helicase DHX30 isoform 1,2,0,0,0,1,0.93,0.18,-0.11,1.58,1.46
NP_068817,SEC24A,protein transport protein Sec24A isoform 1,1,0,-1,-1,1,-0.02,-0.37,-0.06,1.58,0.19
NP_003944,MPZL1,myelin protein zero-like protein 1 isoform a precursor,2,1,-1,-1,0,-3.89,0.85,-0.56,1.58,0.95
NP_542785,KRT72,"keratin, type II cytoskeletal 72 isoform 1",2,1,3,-1,1,0.26,5.19,3.16,1.58,-0.5
NP_002201,ITGAV,integrin alpha-V isoform 1 precursor,2,4,-1,-1,2,-0.84,2.43,3.04,1.58,1.37
NP_002028,FYN,tyrosine-protein kinase Fyn isoform a,1,2,2,1,-1,-1.06,1.07,0.78,1.57,-1.75
NP_115644,ZNRF1,E3 ubiquitin-protein ligase ZNRF1,-1,9,-11,-6,0,0,-0.11,0.66,1.57,-0.37
NP_612464,CTHRC1,collagen triple helix repeat-containing protein 1 isoform 1 precursor,1,2,1,1,1,1.23,-0.93,5.2,1.57,0.43
NP_005515,HES1,transcription factor HES-1,1,0,-2,0,2,-1.77,-0.3,0.67,1.57,-3.69
NP_055458,ZNF516,zinc finger protein 516,0,1,-1,0,0,-1.79,-3.31,1.65,1.57,0.04
NP_001005360,DNM2,dynamin-2 isoform 1,1,1,1,0,0,0.67,2.12,0.17,1.57,-0.64
NP_036252,CD2AP,CD2-associated protein,2,-1,0,-1,0,-0.18,-0.21,-0.85,1.57,-1.83
NP_001186744,NA,gamma-glutamylcyclotransferase isoform 2,0,0,-1,1,0,0.93,1.2,-0.76,1.57,-1.92
NP_001186745,NA,gamma-glutamylcyclotransferase isoform 3,0,0,-1,1,0,0.93,1.2,-0.76,1.57,-1.92
NP_203526,MRPS12,"28S ribosomal protein S12, mitochondrial precursor",1,-1,0,1,0,-0.87,-0.53,-1.43,1.57,0.49
NP_006340,ZNHIT1,zinc finger HIT domain-containing protein 1,-1,-2,0,0,-1,-7.65,-0.39,-1.48,1.57,0.96
NP_006827,GCN1L1,translational activator GCN1,1,0,0,0,1,0.06,0.91,-0.44,1.57,0.56
NP_004333,CALD1,caldesmon isoform 2,2,2,-2,0,2,-1.34,-0.93,2.79,1.57,2.34
NP_004277,GTPBP1,GTP-binding protein 1,1,0,1,0,0,0.76,0.04,0.1,1.57,-0.41
NP_543023,C20ORF151,RBBP8 N-terminal-like protein,0,0,1,0,0,-2.16,0.4,-0.82,1.57,0.27
NP_001005376,PLAUR,urokinase plasminogen activator surface receptor isoform 2 precursor,3,2,-1,-1,0,-0.31,1.25,-0.3,1.57,0.06
NP_004347,CD81,CD81 antigen,2,2,0,-2,-1,0.29,-0.99,1.1,1.57,0.3
NP_005484,RANBP9,ran-binding protein 9,1,1,0,0,1,-0.53,-0.65,-1.29,1.56,-0.14
NP_036614,ZNF281,zinc finger protein 281,1,1,-1,0,-1,1.52,0.07,-1.16,1.56,-0.02
NP_689753,SCFD2,sec1 family domain-containing protein 2,1,0,-1,0,0,0.19,0.19,1.08,1.56,-0.53
NP_116259,SFRS18,arginine/serine-rich protein PNISR,1,1,1,0,1,-1.35,-0.72,0.03,1.56,-0.23
NP_009130,IRAK3,interleukin-1 receptor-associated kinase 3 isoform a,0,2,1,-1,-2,-0.52,1.18,3.35,1.56,1.79
NP_071449,XYLT1,xylosyltransferase 1 precursor,-2,2,-5,-3,2,-7.35,-1.55,1.44,1.56,3.55
NP_056083,DNAJC13,dnaJ homolog subfamily C member 13,2,1,0,0,0,0.57,0.25,0.25,1.56,-0.57
NP_003110,SPG7,paraplegin isoform 1 precursor,1,0,0,-1,0,-1.03,-0.39,-2.28,1.56,1.28
XP_373042,NA,PREDICTED: uncharacterized protein LOC391722,2,2,1,0,0,0.74,-0.36,0.99,1.56,-0.27
NP_001138545,USP27X,ubiquitin carboxyl-terminal hydrolase 27,0,0,2,0,0,-1.12,-0.28,-1.38,1.56,-0.66
NP_004483,GTF2A2,transcription initiation factor IIA subunit 2,-1,0,-2,4,0,-2.66,-0.74,1.05,1.56,-1.65
NP_443090,MARVELD3,MARVEL domain-containing protein 3 isoform 2,0,0,0,0,0,0,0,0,1.56,1.45
NP_001263236,NA,nucleolar protein 3 isoform MYP,1,0,-2,0,0,-0.1,0.85,-0.9,1.55,0.41
NP_001263248,NA,nucleolar protein 3 isoform D,1,0,-2,0,0,-0.1,0.85,-0.9,1.55,0.41
NP_056044,KIAA0664,clustered mitochondria protein homolog,2,0,0,2,0,-1.25,-0.37,-1.53,1.55,-0.6
NP_005410,STAT2,signal transducer and activator of transcription 2 isoform 1,2,-1,2,0,1,0.22,-0.27,0.32,1.55,-0.31
NP_005068,NA,transducin-like enhancer protein 1,1,0,-1,0,0,-0.18,0.1,-0.09,1.55,-0.58
NP_697021,AKR1A1,alcohol dehydrogenase,2,-1,0,0,0,-0.47,-4.47,0.44,1.55,-1.18
NP_065789,KIDINS220,kinase D-interacting substrate of 220 kDa,1,1,-1,0,1,-2.28,0.57,-0.45,1.55,0.46
NP_036313,FKBP8,peptidyl-prolyl cis-trans isomerase FKBP8,2,1,1,0,-1,-0.2,0.77,-0.81,1.55,-0.77
NP_113651,HSDL1,inactive hydroxysteroid dehydrogenase-like protein 1 isoform a,1,1,-1,-1,-1,-1.58,-1.19,-2.63,1.55,2.3
NP_004936,DNM2,dynamin-2 isoform 3,2,1,1,0,0,0.67,2.11,0.17,1.54,-0.63
NP_001002762,DNAJB12,dnaJ homolog subfamily B member 12,2,1,-1,1,3,-2.35,-0.58,-0.01,1.54,1.3
NP_001123237,NSDHL,"sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",2,1,-1,-1,1,-1.31,3.53,0.55,1.54,1.58
NP_056054,AGTPBP1,cytosolic carboxypeptidase 1,1,2,0,-1,-1,-1.06,-0.79,-0.33,1.54,-0.41
NP_004536,NDUFB1,NADH dehydrogenase,2,0,-1,-1,2,-1.48,0.7,-1.01,1.54,-0.13
NP_057359,SELT,selenoprotein T precursor,2,0,0,-1,0,0,1.33,-0.94,1.54,2.55
NP_005304,PDIA3,protein disulfide-isomerase A3 precursor,1,2,1,-1,0,-0.59,-0.39,-0.64,1.54,0.3
NP_751913,CAMK2G,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform 6,2,1,0,0,1,-0.49,-0.63,0.05,1.54,0.18
NP_001191421,NA,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform 7,2,1,0,0,1,-0.52,-0.53,0.06,1.54,0.18
NP_001213,CAMK2G,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform 4,2,1,0,0,1,-0.49,-0.63,0.05,1.54,0.18
NP_060069,VEZT,vezatin,2,1,-2,0,2,-3.01,0.63,-1.47,1.54,1.02
NP_055537,FAM65B,protein FAM65B isoform 1,1,0,2,-2,4,-5.01,-2.52,-0.47,1.54,-1.5
NP_001025056,GLTPD1,glycolipid transfer protein domain-containing protein 1,1,0,-1,1,-1,0.14,-0.22,-0.29,1.54,-0.57
NP_001005333,MAGED1,melanoma-associated antigen D1 isoform a,1,0,-4,0,0,-1.5,0.16,-2.14,1.54,0.1
NP_071908,NXN,nucleoredoxin isoform 1,2,2,1,0,1,1.08,-1.06,1.63,1.54,0.48
NP_055203,C1ORF107,digestive organ expansion factor homolog,1,0,0,1,-1,-1.06,-0.94,-0.29,1.54,1.48
NP_114108,MRPS5,"28S ribosomal protein S5, mitochondrial",1,0,0,1,0,-0.09,-0.44,-1.24,1.54,0.68
NP_079467,EDEM3,ER degradation-enhancing alpha-mannosidase-like protein 3 precursor,1,0,0,-1,0,0.65,0.59,-0.36,1.54,0.15
NP_671722,FAM110B,protein FAM110B,1,0,-5,3,0,-4.49,-2.58,-1.15,1.54,1.91
NP_001120972,MET,hepatocyte growth factor receptor isoform a precursor,-2,4,2,1,-1,0.04,2.94,-0.33,1.54,-1.63
NP_689846,FANCB,Fanconi anemia group B protein,0,0,0,0,0,0,1.3,1.7,1.54,-5.25
NP_003765,NA,polypeptide N-acetylgalactosaminyltransferase 4,0,2,-2,2,0,0.48,0.62,-2.59,1.53,0.82
NP_066926,TMSB10,thymosin beta-10,1,3,-1,0,-1,-2.14,-0.62,-1.04,1.53,0.17
NP_056146,NCSTN,nicastrin precursor,1,1,0,-1,-1,-0.56,0.63,-1.07,1.53,-0.64
NP_653284,DHRS13,dehydrogenase/reductase SDR family member 13 precursor,2,0,-3,-2,-1,0.04,-0.26,-1.48,1.53,-0.34
NP_004385,DAP,death-associated protein 1,1,1,0,0,0,-0.94,-1.19,2.26,1.53,0.42
NP_001231693,NA,TNFAIP3-interacting protein 3 isoform 3,2,0,-11,-1,1,-8.67,4.39,0.03,1.53,3.22
NP_751911,CAMK2G,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform 1,2,1,0,0,2,-0.55,-0.78,0,1.53,0.18
NP_000108,EMD,emerin,2,0,0,-1,1,-1.94,2.06,0.5,1.53,0.61
NP_001238965,NA,ras-related protein Rab-5B isoform 1,1,0,-1,-2,2,-0.25,0.59,0.12,1.53,0.28
NP_001229840,NA,AN1-type zinc finger protein 6 isoform a,2,0,0,2,-2,-2.13,0.68,0.29,1.53,0.58
NP_060072,OTUD5,OTU domain-containing protein 5 isoform a,0,0,0,-1,2,-3.89,0,0,1.53,-2.22
NP_001033043,DIXDC1,dixin isoform a,0,0,0,0,0,-4.95,-6.81,-1.34,1.53,-1.86
NP_149129,CALD1,caldesmon isoform 1,2,2,-2,0,2,-1.17,-1.03,2.73,1.53,2.32
NP_001087,ACLY,ATP-citrate synthase isoform 1,2,0,-2,1,0,-0.47,-1.04,-0.82,1.53,-1.18
NP_942127,ACLY,ATP-citrate synthase isoform 2,2,0,-2,1,0,-0.47,-1.05,-0.82,1.53,-1.18
NP_001129671,GRAMD1A,GRAM domain-containing protein 1A isoform 2,1,0,-1,0,-2,-1.42,0.17,-0.08,1.53,1.97
NP_006819,ASCC3,activating signal cointegrator 1 complex subunit 3 isoform a,2,1,1,0,0,-0.66,0.98,0.69,1.52,1.05
NP_659731,MAP2K3,dual specificity mitogen-activated protein kinase kinase 3 isoform B,2,1,0,0,0,-0.28,-0.02,0.01,1.52,-1.24
NP_001239002,NA,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 isoform c,1,1,-2,0,3,-0.37,-0.8,-0.09,1.52,-0.83
NP_004596,SULT2B1,sulfotransferase family cytosolic 2B member 1 isoform a,2,0,-3,2,4,-1.7,1.6,-0.91,1.52,-0.65
